lat,lon
-21.467928040388674,148.59775576575242
-26.442281614949202,123.21512522347996
-17.35109288545037,142.81987586550622
-29.290398168938502,152.87374165632997
-31.243629600990676,123.66586012625191
-35.73192094459731,137.3317220200597
-33.37748158047322,135.33844859143983
-18.42375945194173,144.62977131767445
-28.08024155739264,151.13431031281507
-16.675334645699465,123.74999420438891
-23.7960307722248,149.73442853434068
-11.482992380257606,130.5357326538945
-35.821359550627164,136.724643546415
-30.166472401695774,120.19426739081132
-35.13419085102058,150.044428658212
-30.801238563377236,141.92512461949116
-19.598644287432645,144.61004654834318
-24.796408708755624,147.0239561160347
-23.76555379659822,114.70500110732827
-20.76054321606926,116.86114989056853
-24.432523451918566,148.80928838916435
-31.625031555215468,119.75594974317077
-37.568742071379894,149.24512912757876
-34.695296727862086,145.9132102358802
-31.628345961337306,151.11954848751796
-18.90955542900895,124.43440520757076
-17.410827183886923,123.96371927775002
-17.35396004915615,128.75608124817822
-27.73600652018162,120.0373315710552
-12.44748138251083,136.68900514835266
-16.921019573180082,137.5691648375579
-37.3268976037057,149.45703919617625
-25.720077217109477,134.15457085826267
-12.102045558531827,133.76422636494283
-15.58678521672782,144.56616166085433
-26.574301857928003,150.84302028334253
-26.415536553183134,152.3362566445387
-26.07654006376768,148.53687681025755
-20.944931237812902,119.0016787832039
-15.663687352877139,124.60099105910882
-17.524577718936314,145.16415139749807
-17.175216455151805,124.51599017668116
-16.616704521959846,139.3689186841198
-36.60833363295659,147.25065864024452
-24.47665943633506,122.59351627863961
-24.376592176783614,120.06698795584465
-21.60392255366155,147.3933823153212
-26.345667104100183,153.01077192688598
-19.849982472847547,140.14523362795356
-18.513586705959963,126.69250382692685
-15.66365894942661,143.394490187557
-32.94865846460274,151.55843741368108
